Palavra_Chave,Frequencia,Offset,Timestamp_Coleta
Pesquisa florestal - Goiás (Estado),1,32650,2025-12-30T16:34:49.295792
Pesquisa histórica,2,32650,2025-12-30T16:34:49.295792
Pesquisa histórica - Brasil,1,32650,2025-12-30T16:34:49.295792
Pesquisa institucional,1,32650,2025-12-30T16:34:49.295792
Pesquisa interdisciplinar,1,32650,2025-12-30T16:34:49.295792
Pesquisa jurídica,1,32650,2025-12-30T16:34:49.295792
Pesquisa médica translacional,1,32650,2025-12-30T16:34:49.295792
Pesquisa na internet,4,32650,2025-12-30T16:34:49.295792
Pesquisa nacional,1,32650,2025-12-30T16:34:49.295792
Pesquisa Nacional de Saúde (PNS),2,32650,2025-12-30T16:34:49.295792
Pesquisa nacional por amostra de domicílios,2,32650,2025-12-30T16:34:49.295792
Pesquisa narrativa,1,32650,2025-12-30T16:34:49.295792
Pesquisa operacional,3,32650,2025-12-30T16:34:49.295792
Pesquisa organizacional,1,32700,2025-12-30T16:34:53.286820
Pesquisa ornitológica,1,32700,2025-12-30T16:34:53.286820
Pesquisa psicológica,1,32700,2025-12-30T16:34:53.286820
Pesquisa qualitativa,49,32700,2025-12-30T16:34:53.286820
Pesquisa qualitativa - saúde mental,1,32700,2025-12-30T16:34:53.286820
Pesquisa quantitativa,5,32700,2025-12-30T16:34:53.286820
Pesquisa sanitária,1,32700,2025-12-30T16:34:53.286820
Pesquisa sismológica,1,32700,2025-12-30T16:34:53.286820
Pesquisa sismológica - Ceará,1,32700,2025-12-30T16:34:53.286820
Pesquisa sobre serviços de saúde,1,32700,2025-12-30T16:34:53.286820
Pesquisa social,9,32700,2025-12-30T16:34:53.286820
Pesquisa social - Brasil - China,1,32700,2025-12-30T16:34:53.286820
Pesquisa tecnológica,1,32700,2025-12-30T16:34:53.286820
Pesquisa translacional,1,32700,2025-12-30T16:34:53.286820
Pesquisa translacional em saúde,1,32700,2025-12-30T16:34:53.286820
Pesquisa-ação,11,32700,2025-12-30T16:34:53.286820
Pesquisa-ação em educação,5,32700,2025-12-30T16:34:53.286820
Pesquisa-formação,1,32700,2025-12-30T16:34:53.286820
Pesquisador em formação,1,32700,2025-12-30T16:34:53.286820
Pesquisadores,15,32700,2025-12-30T16:34:53.286820
Pesquisadores - Brasil,1,32700,2025-12-30T16:34:53.286820
Pesquisadores - engenharia - computação - 1996-2006,1,32700,2025-12-30T16:34:53.286820
Pesquisadores - jornalismo,1,32700,2025-12-30T16:34:53.286820
Pesquisadores - mulheres,1,32700,2025-12-30T16:34:53.286820
Pesquisadores - negros,1,32700,2025-12-30T16:34:53.286820
Pesquisadores da surdez,1,32700,2025-12-30T16:34:53.286820
Pesquisas com crianças,1,32700,2025-12-30T16:34:53.286820
Pesquisas por e-mail,1,32700,2025-12-30T16:34:53.286820
Pesquisas telefônicas,1,32700,2025-12-30T16:34:53.286820
Pessoa,1,32700,2025-12-30T16:34:53.286820
Pessoa com deficiência,1,32700,2025-12-30T16:34:53.286820
Pessoa com deficiência visual,1,32700,2025-12-30T16:34:53.286820
Pessoa com necessidade especial,3,32700,2025-12-30T16:34:53.286820
Pessoa do discurso,1,32700,2025-12-30T16:34:53.286820
Pessoa humana,2,32700,2025-12-30T16:34:53.286820
Pessoa jurídica,4,32700,2025-12-30T16:34:53.286820
Pessoa poético-jurídica,1,32700,2025-12-30T16:34:53.286820
"Pessoa, Fernando, 1888-1935",3,32700,2025-12-30T16:34:53.286820
"Pessoa, Fernando, 1888-1935 - crítica e interpretação",1,32700,2025-12-30T16:34:53.286820
Pessoal - avaliação,7,32700,2025-12-30T16:34:53.286820
Pessoal - recrutamento,2,32700,2025-12-30T16:34:53.286820
Pessoal - seleção e admissão,1,32700,2025-12-30T16:34:53.286820
Pessoal - treinamento,25,32700,2025-12-30T16:34:53.286820
Pessoal - treinamento - avaliação,1,32700,2025-12-30T16:34:53.286820
Pessoal da área de saúde mental e pacientes - Brasil,1,32700,2025-12-30T16:34:53.286820
Pessoal da área médica,46,32700,2025-12-30T16:34:53.286820
Pessoal da área médica - aspectos morais e éticos,1,32700,2025-12-30T16:34:53.286820
Pessoal da área médica - pacientes,1,32700,2025-12-30T16:34:53.286820
Pessoal da área médica - stress ocupacional,2,32700,2025-12-30T16:34:53.286820
Pessoal da saúde pública,4,32700,2025-12-30T16:34:53.286820
Pessoal de Saúde,1,32750,2025-12-30T16:34:57.385773
Pessoal de saúde,8,32750,2025-12-30T16:34:57.385773
Pessoas casadas,1,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência,53,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência - avaliação,1,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência - educação,1,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência - legislação,1,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência - mercado de trabalho,1,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência - orientação e mobilidade - legislação - Brasil,1,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência auditiva,19,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência auditiva - cultura,2,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência auditiva - educação,4,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência física,5,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência física - integração social - política pública,1,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência física - legislação,1,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência física - política social,1,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência física - reabilitação,2,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência física – qualidade de vida,1,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência intelectual,6,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência intelectual - educação,2,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência mental,1,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência mental - Campo Grande (MS),1,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência mental - educação,3,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência visual,29,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência visual - acessibilidade,2,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência visual - crianças,1,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência visual - educação,13,32750,2025-12-30T16:34:57.385773
Pessoas com deficiência visual - livros e leitura,1,32750,2025-12-30T16:34:57.385773
Pessoas com mobilidade reduzida,1,32750,2025-12-30T16:34:57.385773
Pessoas com necessidades educacionais específicas,1,32750,2025-12-30T16:34:57.385773
Pessoas desabrigadas,11,32750,2025-12-30T16:34:57.385773
Pessoas desabrigadas - bioética,1,32750,2025-12-30T16:34:57.385773
Pessoas desabrigadas - Ouro Preto (MG),1,32750,2025-12-30T16:34:57.385773
Pessoas em situação de rua,20,32750,2025-12-30T16:34:57.385773
Pessoas em situação de rua - crianças,1,32750,2025-12-30T16:34:57.385773
Pessoas físicas,1,32750,2025-12-30T16:34:57.385773
Pessoas HIV-positivo,14,32750,2025-12-30T16:34:57.385773
Pessoas não-binárias - mercado de trabalho,1,32750,2025-12-30T16:34:57.385773
Pessoas privadas de liberdade,1,32750,2025-12-30T16:34:57.385773
Pessoas trans,1,32750,2025-12-30T16:34:57.385773
Pessoas trans - aspectos sociais,1,32750,2025-12-30T16:34:57.385773
Pessoas transgêneras,2,32750,2025-12-30T16:34:57.385773
Pessoas vivendo com HIV,1,32750,2025-12-30T16:34:57.385773
Pessol - avaliação,1,32750,2025-12-30T16:34:57.385773
Pesticida,1,32750,2025-12-30T16:34:57.385773
Pesticidas,13,32750,2025-12-30T16:34:57.385773
Pesticidas - aspectos ambientais,1,32750,2025-12-30T16:34:57.385773
Pesticidas - avaliação de riscos,1,32750,2025-12-30T16:34:57.385773
Pesticidas - efeitos fisiológicos,4,32750,2025-12-30T16:34:57.385773
Pesticidas - resíduos em alimentos,1,32750,2025-12-30T16:34:57.385773
Pesticidas - resíduos em alimentos - Brasil,2,32800,2025-12-30T16:35:01.483367
Pestivirus,1,32800,2025-12-30T16:35:01.483367
PET-PCR (PET pós-consumo reciclado),1,32800,2025-12-30T16:35:01.483367
Peter Gasper,1,32800,2025-12-30T16:35:01.483367
Petismo,1,32800,2025-12-30T16:35:01.483367
Petrobrás,8,32800,2025-12-30T16:35:01.483367
Petrofísica,8,32800,2025-12-30T16:35:01.483367
Petrogênese,2,32800,2025-12-30T16:35:01.483367
Petrogênese de granitos,1,32800,2025-12-30T16:35:01.483367
Petróglifos,1,32800,2025-12-30T16:35:01.483367
Petrografia,7,32800,2025-12-30T16:35:01.483367
Petróleo,14,32800,2025-12-30T16:35:01.483367
Petróleo (Geologia),4,32800,2025-12-30T16:35:01.483367
Petróleo - Brasil,3,32800,2025-12-30T16:35:01.483367
Petróleo - Brasil - Canadá,1,32800,2025-12-30T16:35:01.483367
Petróleo - controle de qualidade,1,32800,2025-12-30T16:35:01.483367
Petróleo - derivados,1,32800,2025-12-30T16:35:01.483367
Petróleo - legislação,1,32800,2025-12-30T16:35:01.483367
Petróleo - participações especiais,1,32800,2025-12-30T16:35:01.483367
Petróleo - preços,2,32800,2025-12-30T16:35:01.483367
Petróleo - produção,3,32800,2025-12-30T16:35:01.483367
Petróleo - refinarias,1,32800,2025-12-30T16:35:01.483367
Petróleo - royalties,1,32800,2025-12-30T16:35:01.483367
Petróleo - transporte,1,32800,2025-12-30T16:35:01.483367
Petróleo submarino - exploração - Brasil,1,32800,2025-12-30T16:35:01.483367
Petróleo submarino - legislação - Brasil,1,32800,2025-12-30T16:35:01.483367
Petróleo submarino - produção - Brasil,1,32800,2025-12-30T16:35:01.483367
Petróleo submarino - regulação - Brasil,1,32800,2025-12-30T16:35:01.483367
Petrologia,27,32800,2025-12-30T16:35:01.483367
Petrologia - Argentina,1,32800,2025-12-30T16:35:01.483367
Petrologia - Colômbia,3,32800,2025-12-30T16:35:01.483367
Petrologia - Goiás (Estado),5,32800,2025-12-30T16:35:01.483367
Petroquímica,3,32800,2025-12-30T16:35:01.483367
Pezicula Malicorticis,1,32800,2025-12-30T16:35:01.483367
PGCNT,1,32800,2025-12-30T16:35:01.483367
PHA-T2-4,1,32800,2025-12-30T16:35:01.483367
Phagocytosis,1,32800,2025-12-30T16:35:01.483367
Phaseolus vulgaris,11,32800,2025-12-30T16:35:01.483367
Philopotinae,1,32800,2025-12-30T16:35:01.483367
Philosophy,1,32800,2025-12-30T16:35:01.483367
Philosophy of history,1,32800,2025-12-30T16:35:01.483367
Philosophy of religion,1,32800,2025-12-30T16:35:01.483367
Philotes,1,32800,2025-12-30T16:35:01.483367
Phishing - detecção,1,32800,2025-12-30T16:35:01.483367
phlebotomus,1,32800,2025-12-30T16:35:01.483367
Phoma Caricae-papayae,1,32800,2025-12-30T16:35:01.483367
Phoma sect. Peyronellaea,1,32800,2025-12-30T16:35:01.483367
Phyllomedusa azurea,2,32800,2025-12-30T16:35:01.483367
Phyllomedusa azurea - glândulas,1,32800,2025-12-30T16:35:01.483367
Phyllomedusa bicolor,1,32800,2025-12-30T16:35:01.483367
Phyllomedusidae,1,32850,2025-12-30T16:35:05.577248
Phyllostomidae,2,32850,2025-12-30T16:35:05.577248
Physalaemus centralis,1,32850,2025-12-30T16:35:05.577248
Physalaemus cicada,1,32850,2025-12-30T16:35:05.577248
Physalaemus nattereri,1,32850,2025-12-30T16:35:05.577248
Physical vapor deposition (PVD),1,32850,2025-12-30T16:35:05.577248
Phýsis,1,32850,2025-12-30T16:35:05.577248
Phytomonas serpens,1,32850,2025-12-30T16:35:05.577248
Phytophthora,2,32850,2025-12-30T16:35:05.577248
Piaçabeiros ribeirinhos,1,32850,2025-12-30T16:35:05.577248
"Piaget, Jean, 1896-1980",2,32850,2025-12-30T16:35:05.577248
Pianistas,3,32850,2025-12-30T16:35:05.577248
Pianistas - memória,1,32850,2025-12-30T16:35:05.577248
Pianistas - prática,1,32850,2025-12-30T16:35:05.577248
Piano,3,32850,2025-12-30T16:35:05.577248
Piano - aprendizagem,1,32850,2025-12-30T16:35:05.577248
Piano - cultura,1,32850,2025-12-30T16:35:05.577248
Piano - estudo e ensino,4,32850,2025-12-30T16:35:05.577248
Piano popular,1,32850,2025-12-30T16:35:05.577248
Piauí (Estado),2,32850,2025-12-30T16:35:05.577248
Picaresco,1,32850,2025-12-30T16:35:05.577248
"Picasso, Pablo, 1881-1973",1,32850,2025-12-30T16:35:05.577248
"Picasso, Pablo, 1881-1973 - crítica e interpretação",1,32850,2025-12-30T16:35:05.577248
Pichação,1,32850,2025-12-30T16:35:05.577248
Pichações,1,32850,2025-12-30T16:35:05.577248
Pichia pastoris,6,32850,2025-12-30T16:35:05.577248
Piciformes,1,32850,2025-12-30T16:35:05.577248
Picornavirales,1,32850,2025-12-30T16:35:05.577248
Pictórico,1,32850,2025-12-30T16:35:05.577248
Pielonefrite,1,32850,2025-12-30T16:35:05.577248
"Pierre Robin, Síndrome de",1,32850,2025-12-30T16:35:05.577248
"Pierson, Donald, 1900-1995",1,32850,2025-12-30T16:35:05.577248
Piezoelétricos,1,32850,2025-12-30T16:35:05.577248
"Piglia, Ricardo, 1941-2017 - crítica e interpretação",1,32850,2025-12-30T16:35:05.577248
Pigmentantes,1,32850,2025-12-30T16:35:05.577248
Pilar,2,32850,2025-12-30T16:35:05.577248
Pilar de canto reentrante,1,32850,2025-12-30T16:35:05.577248
Pilar de Goiás,1,32850,2025-12-30T16:35:05.577248
Pilar metálico,1,32850,2025-12-30T16:35:05.577248
Pilar retangular,2,32850,2025-12-30T16:35:05.577248
Pilates,4,32850,2025-12-30T16:35:05.577248
Pilates solo,1,32850,2025-12-30T16:35:05.577248
Pilocarpina,3,32850,2025-12-30T16:35:05.577248
Piloroomentopexia,1,32850,2025-12-30T16:35:05.577248
Pimenta,9,32850,2025-12-30T16:35:05.577248
Pimenta - doenças e pragas,1,32850,2025-12-30T16:35:05.577248
Pimenta Baniwa,1,32850,2025-12-30T16:35:05.577248
Pimenta-do-reino,1,32850,2025-12-30T16:35:05.577248
Pimentão,5,32850,2025-12-30T16:35:05.577248
Pimentão - cultivo,2,32850,2025-12-30T16:35:05.577248
Pimentão - doenças e pragas,5,32900,2025-12-30T16:35:09.577870
Pinhão-manso,5,32900,2025-12-30T16:35:09.577870
Pinhão-manso - melhoramento genético,1,32900,2025-12-30T16:35:09.577870
Pinheiro,3,32900,2025-12-30T16:35:09.577870
Pinheiro - sementes,1,32900,2025-12-30T16:35:09.577870
"Pinochet Ugarte, Augusto, 1915-2006",1,32900,2025-12-30T16:35:09.577870
Pinos de fibra,4,32900,2025-12-30T16:35:09.577870
Pinos dentários,4,32900,2025-12-30T16:35:09.577870
"Pinto, Álvaro Vieira",1,32900,2025-12-30T16:35:09.577870
Pintores - viagens,1,32900,2025-12-30T16:35:09.577870
Pintura,24,32900,2025-12-30T16:35:09.577870
Pintura - estética,4,32900,2025-12-30T16:35:09.577870
Pintura - história,3,32900,2025-12-30T16:35:09.577870
Pintura - técnica,1,32900,2025-12-30T16:35:09.577870
Pintura abstrata,1,32900,2025-12-30T16:35:09.577870
Pintura brasileira,2,32900,2025-12-30T16:35:09.577870
Pintura moderna,1,32900,2025-12-30T16:35:09.577870
Pintura moderna - século XX,1,32900,2025-12-30T16:35:09.577870
Pintura renascentista - Itália - Séc. XIV,1,32900,2025-12-30T16:35:09.577870
Pintura renascentista - Itália - Séc. XV,1,32900,2025-12-30T16:35:09.577870
Pinus caribaea,1,32900,2025-12-30T16:35:09.577870
Pinus elliottii,1,32900,2025-12-30T16:35:09.577870
Pinus oocarpa,1,32900,2025-12-30T16:35:09.577870
Pinus radiata,1,32900,2025-12-30T16:35:09.577870
Pinus tecunumanii,1,32900,2025-12-30T16:35:09.577870
Pioderma gangrenoso,1,32900,2025-12-30T16:35:09.577870
Piolhos,2,32900,2025-12-30T16:35:09.577870
Piometra,1,32900,2025-12-30T16:35:09.577870
Pioneirismo,1,32900,2025-12-30T16:35:09.577870
Piperaceae,2,32900,2025-12-30T16:35:09.577870
Piplartina/Piperlongumina,1,32900,2025-12-30T16:35:09.577870
Piprídeo,1,32900,2025-12-30T16:35:09.577870
Piranhas (AL),2,32900,2025-12-30T16:35:09.577870
Pirarucu (Peixe),3,32900,2025-12-30T16:35:09.577870
Pirarucu (Peixe)  Ecossistema Gestão ambiental,1,32900,2025-12-30T16:35:09.577870
Pirataria (Direitos autorais),2,32900,2025-12-30T16:35:09.577870
Pirenópolis (GO),9,32900,2025-12-30T16:35:09.577870
"Pires, Cornélio, 1884-1958",2,32900,2025-12-30T16:35:09.577870
"Pires, Homero",1,32900,2025-12-30T16:35:09.577870
"Pirido[2,3-d]pirimidinas",2,32900,2025-12-30T16:35:09.577870
Piriproxifeno,1,32900,2025-12-30T16:35:09.577870
Pirocloro,1,32900,2025-12-30T16:35:09.577870
Piroecologia,1,32900,2025-12-30T16:35:09.577870
Piroecology,1,32900,2025-12-30T16:35:09.577870
Pirólise,14,32900,2025-12-30T16:35:09.577870
Piroplasmas,1,32900,2025-12-30T16:35:09.577870
Piroplasmídeos,3,32900,2025-12-30T16:35:09.577870
Piroplasmose,1,32900,2025-12-30T16:35:09.577870
Piroptose,9,32900,2025-12-30T16:35:09.577870
Piroxicam,1,32900,2025-12-30T16:35:09.577870
Piruvato descarboxilase,1,32950,2025-12-30T16:35:13.561886
Piscicultura,7,32950,2025-12-30T16:35:13.561886
"Pisis, Filippo de, 1896-1956 - crítica e interpretação",1,32950,2025-12-30T16:35:13.561886
Piso Salarial Profissional Nacional (PSPN),2,32950,2025-12-30T16:35:13.561886
Pista de pouso e decolagem,1,32950,2025-12-30T16:35:13.561886
"Pita, Sebastião da Rocha, 1660-1738 - crítica e interpretação",1,32950,2025-12-30T16:35:13.561886
Pitágoras,2,32950,2025-12-30T16:35:13.561886
Pitagorismo,3,32950,2025-12-30T16:35:13.561886
Pitaia,5,32950,2025-12-30T16:35:13.561886
Pitaia - características fenotípicas,1,32950,2025-12-30T16:35:13.561886
Pitaia vermelha,1,32950,2025-12-30T16:35:13.561886
Pithecopus azureus,2,32950,2025-12-30T16:35:13.561886
Pivô central,2,32950,2025-12-30T16:35:13.561886
Pix (Sistema de pagamento instantâneo),2,32950,2025-12-30T16:35:13.561886
Pixações,2,32950,2025-12-30T16:35:13.561886
"Pixinguinha, 1897-1973",1,32950,2025-12-30T16:35:13.561886
"Pizan, Christine de",1,32950,2025-12-30T16:35:13.561886
"Pizarnik, Alejandra, 1936-1972 - crítica e interpretação",1,32950,2025-12-30T16:35:13.561886
"Pizarro Leongómez, Carlos, 1951-1990",1,32950,2025-12-30T16:35:13.561886
Placa Arduino,1,32950,2025-12-30T16:35:13.561886
Placa bacteriana,1,32950,2025-12-30T16:35:13.561886
Placa de  circuito  impresso,1,32950,2025-12-30T16:35:13.561886
Placa microperfurada,1,32950,2025-12-30T16:35:13.561886
Placa plana,1,32950,2025-12-30T16:35:13.561886
Placas (Engenharia),5,32950,2025-12-30T16:35:13.561886
Placas (Engenharia) - aço isotérmico,1,32950,2025-12-30T16:35:13.561886
Placas (Engenharia) - vibração,1,32950,2025-12-30T16:35:13.561886
Placas de veículos,1,32950,2025-12-30T16:35:13.561886
Placas dentárias,2,32950,2025-12-30T16:35:13.561886
Placas finas enrijecidas,2,32950,2025-12-30T16:35:13.561886
Placas gráficas,1,32950,2025-12-30T16:35:13.561886
Placas oclusais,7,32950,2025-12-30T16:35:13.561886
Placas solares amorfas,1,32950,2025-12-30T16:35:13.561886
Placas solares bifaciais,1,32950,2025-12-30T16:35:13.561886
Placas solares fotovoltaicas,1,32950,2025-12-30T16:35:13.561886
Placas solares fotovoltaicas - eficiência,1,32950,2025-12-30T16:35:13.561886
Placas solares policristalinas,1,32950,2025-12-30T16:35:13.561886
Placas tectônicas,1,32950,2025-12-30T16:35:13.561886
Place branding,1,32950,2025-12-30T16:35:13.561886
Placebos,1,32950,2025-12-30T16:35:13.561886
Placenta,1,32950,2025-12-30T16:35:13.561886
Placenta humana,1,32950,2025-12-30T16:35:13.561886
Plágio,8,32950,2025-12-30T16:35:13.561886
Plágio - detecção,1,32950,2025-12-30T16:35:13.561886
Planaltina (DF),9,32950,2025-12-30T16:35:13.561886
Planaltina (DF) - precariedade jurídica dos imóveis,1,32950,2025-12-30T16:35:13.561886
Planalto Central,5,32950,2025-12-30T16:35:13.561886
Planalto Central (Brasil),3,32950,2025-12-30T16:35:13.561886
Planalto de Diamantina (MG),1,32950,2025-12-30T16:35:13.561886
Planejamento,29,32950,2025-12-30T16:35:13.561886
Planejamento - exercícios físicos,1,33000,2025-12-30T16:35:17.657914
Planejamento adaptativo,1,33000,2025-12-30T16:35:17.657914
Planejamento aeroportuário,2,33000,2025-12-30T16:35:17.657914
Planejamento agrícola,4,33000,2025-12-30T16:35:17.657914
Planejamento ambiental,2,33000,2025-12-30T16:35:17.657914
Planejamento automatizado,2,33000,2025-12-30T16:35:17.657914
Planejamento bibliotecário,1,33000,2025-12-30T16:35:17.657914
Planejamento biorregional,1,33000,2025-12-30T16:35:17.657914
Planejamento cognitivo,1,33000,2025-12-30T16:35:17.657914
Planejamento coletivo,1,33000,2025-12-30T16:35:17.657914
Planejamento da produção,2,33000,2025-12-30T16:35:17.657914
Planejamento de mão-de-obra,1,33000,2025-12-30T16:35:17.657914
Planejamento de medições,1,33000,2025-12-30T16:35:17.657914
Planejamento de sistemas de informação,3,33000,2025-12-30T16:35:17.657914
Planejamento de tempo,1,33000,2025-12-30T16:35:17.657914
Planejamento de trajetória,1,33000,2025-12-30T16:35:17.657914
Planejamento de Transporte Urbano,1,33000,2025-12-30T16:35:17.657914
Planejamento de voo,1,33000,2025-12-30T16:35:17.657914
Planejamento do campus - aspectos sociais,1,33000,2025-12-30T16:35:17.657914
Planejamento e gerenciamento estratégico,1,33000,2025-12-30T16:35:17.657914
Planejamento econômico centralizado,1,33000,2025-12-30T16:35:17.657914
Planejamento econômico de gráficos de controle,1,33000,2025-12-30T16:35:17.657914
Planejamento educacional,18,33000,2025-12-30T16:35:17.657914
Planejamento em saúde,6,33000,2025-12-30T16:35:17.657914
Planejamento empresarial,17,33000,2025-12-30T16:35:17.657914
Planejamento energético,1,33000,2025-12-30T16:35:17.657914
Planejamento escolar,1,33000,2025-12-30T16:35:17.657914
Planejamento estratégico,53,33000,2025-12-30T16:35:17.657914
Planejamento experimental,5,33000,2025-12-30T16:35:17.657914
Planejamento familiar,11,33000,2025-12-30T16:35:17.657914
Planejamento fatorial,5,33000,2025-12-30T16:35:17.657914
Planejamento financeiro,1,33000,2025-12-30T16:35:17.657914
Planejamento florestal,1,33000,2025-12-30T16:35:17.657914
Planejamento governamental,11,33000,2025-12-30T16:35:17.657914
Planejamento institucional,1,33000,2025-12-30T16:35:17.657914
Planejamento instrucional,1,33000,2025-12-30T16:35:17.657914
Planejamento linguístico,1,33000,2025-12-30T16:35:17.657914
Planejamento multiagente,3,33000,2025-12-30T16:35:17.657914
Planejamento municipal,3,33000,2025-12-30T16:35:17.657914
Planejamento operacional,2,33000,2025-12-30T16:35:17.657914
Planejamento orçamentário,2,33000,2025-12-30T16:35:17.657914
Planejamento ordenado,1,33000,2025-12-30T16:35:17.657914
Planejamento orientado a resultados,1,33000,2025-12-30T16:35:17.657914
Planejamento paisagístico,2,33000,2025-12-30T16:35:17.657914
Planejamento participativo,7,33000,2025-12-30T16:35:17.657914
Planejamento político,3,33000,2025-12-30T16:35:17.657914
Planejamento radioterápico,1,33000,2025-12-30T16:35:17.657914
Planejamento regional,15,33000,2025-12-30T16:35:17.657914
Planejamento regional - Brasil,6,33000,2025-12-30T16:35:17.657914
Planejamento regional - Nordeste,2,33000,2025-12-30T16:35:17.657914
Planejamento regional - Rio Verde (GO),1,33050,2025-12-30T16:35:21.756507
Planejamento regional - União Européia,1,33050,2025-12-30T16:35:21.756507
Planejamento rodoviário,2,33050,2025-12-30T16:35:21.756507
Planejamento setorial,1,33050,2025-12-30T16:35:21.756507
Planejamento sistemático de conservação,4,33050,2025-12-30T16:35:21.756507
Planejamento sustentável,1,33050,2025-12-30T16:35:21.756507
Planejamento territorial,13,33050,2025-12-30T16:35:21.756507
Planejamento turístico,3,33050,2025-12-30T16:35:21.756507
Planejamento Urbano,1,33050,2025-12-30T16:35:21.756507
Planejamento urbano,162,33050,2025-12-30T16:35:21.756507
Planejamento urbano - Acre (Estado),1,33050,2025-12-30T16:35:21.756507
Planejamento urbano - Água Claras (DF),1,33050,2025-12-30T16:35:21.756507
Planejamento urbano - aspectos ambientais,4,33050,2025-12-30T16:35:21.756507
Planejamento urbano - Brasília (DF),35,33050,2025-12-30T16:35:21.756507
Planejamento urbano - Canadá - Brasil,1,33050,2025-12-30T16:35:21.756507
Planejamento urbano - Cuiabá (MT),1,33050,2025-12-30T16:35:21.756507
Planejamento urbano - democracia,2,33050,2025-12-30T16:35:21.756507
Planejamento urbano - design,3,33050,2025-12-30T16:35:21.756507
Planejamento urbano - Distrito Federal (Brasil),18,33050,2025-12-30T16:35:21.756507
Planejamento urbano - Goiânia (GO),4,33050,2025-12-30T16:35:21.756507
Planejamento urbano - Goiás (Estado),1,33050,2025-12-30T16:35:21.756507
Planejamento urbano - história,5,33050,2025-12-30T16:35:21.756507
Planejamento urbano - índios do México,1,33050,2025-12-30T16:35:21.756507
Planejamento urbano - meio ambiente,3,33050,2025-12-30T16:35:21.756507
Planejamento urbano - Palmas (TO),5,33050,2025-12-30T16:35:21.756507
Planejamento urbano - participação social,2,33050,2025-12-30T16:35:21.756507
Planejamento urbano - projetos,2,33050,2025-12-30T16:35:21.756507
Planejamento urbano - Rio de Janeiro (RJ),1,33050,2025-12-30T16:35:21.756507
Planejamento urbano - sociologia,2,33050,2025-12-30T16:35:21.756507
Planejamento urbano - Taguatinga (DF),2,33050,2025-12-30T16:35:21.756507
Planejamento Urbano e Regional,1,33050,2025-12-30T16:35:21.756507
Planejamento urbano e regional,1,33050,2025-12-30T16:35:21.756507
Planejamento urbano higienista,1,33050,2025-12-30T16:35:21.756507
Planejamentou urbano,1,33050,2025-12-30T16:35:21.756507
Planejameto urbano,1,33050,2025-12-30T16:35:21.756507
Planetário de Brasília - Brasília (DF),1,33050,2025-12-30T16:35:21.756507
Planetários,2,33050,2025-12-30T16:35:21.756507
PlanetScope,1,33050,2025-12-30T16:35:21.756507
Planicidade diferencial,5,33050,2025-12-30T16:35:21.756507
Planície de inundação,4,33050,2025-12-30T16:35:21.756507
Plano ABC (Agricultura de Baixo Carbono),2,33050,2025-12-30T16:35:21.756507
Plano Alfa,5,33050,2025-12-30T16:35:21.756507
Plano alfa generalizado,2,33050,2025-12-30T16:35:21.756507
Plano anual de contratações,1,33050,2025-12-30T16:35:21.756507
Plano Avançado de Cuidado (PAC),1,33050,2025-12-30T16:35:21.756507
Plano Beveridge,1,33050,2025-12-30T16:35:21.756507
Plano Brasil Maior (PBM),1,33050,2025-12-30T16:35:21.756507
Plano Brasil sem Miséria (BSM),1,33050,2025-12-30T16:35:21.756507
Plano cartesiano,1,33050,2025-12-30T16:35:21.756507
Plano Cavallo - Argentina,1,33050,2025-12-30T16:35:21.756507
Plano crítico,1,33100,2025-12-30T16:35:25.753331
Plano de Ação Conjunto de Genebra,1,33100,2025-12-30T16:35:25.753331
Plano de Ações Articuladas (Brasil),3,33100,2025-12-30T16:35:25.753331
Plano de amostragem convencional,1,33100,2025-12-30T16:35:25.753331
Plano de carreira,1,33100,2025-12-30T16:35:25.753331
Plano de Comunicação,2,33100,2025-12-30T16:35:25.753331
Plano de contas - política e governo,2,33100,2025-12-30T16:35:25.753331
Plano de contingência,3,33100,2025-12-30T16:35:25.753331
Plano de contingenciamento,1,33100,2025-12-30T16:35:25.753331
