Termo Principal;Possíveis Duplicatas;Total Variações;Frequência Somada
Extratos de polpa de pequi;Extratos de polpa de pequi (100%) | Pequi (100%);2;32
Extrativos de madeira;Extrativos de madeira (100%) | Madeira (100%);2;43
Extrafiscalidade;Extrafiscalidade (100%) | Extrafiscalidade (Direito) (100%);2;3
Extensão marítima;Extensão (100%) | Extensão marítima (100%);2;8
Extensão do segmento;Extensão (100%) | Extensão do segmento (100%);2;8
Extensão da unidade textual;Extensão (100%) | Extensão da unidade textual (100%);2;8
Expropriação da escolarização;Escolarização (100%) | Expropriação da escolarização (100%);2;16
Expresssão facial;Expresssão facial (100%) | Expressão facial (97%);2;23
Expressões culturais tradicionais;Expressões culturais tradicionais (100%) | Povos tradicionais (80%);2;18
Expressões artísticas;Expressões artísticas (100%) | Representações artísticas (83%);2;4
Expressão transiente;Expressão (100%) | Expressão transiente (100%);2;4
Expressão heteróloga;Expressão (100%) | Expressão heteróloga (100%);2;11
Exposição ocupacional;Exposição ocupacional (100%) | Terapia ocupacional (80%);2;23
Exame psicológico;Exame psicológico (100%) | Teste psicológico (82%);2;10
Clima frio mesoandino;Clima (100%) | Clima frio mesoandino (100%);2;23
Evolução de código-fonte;Evolução (100%) | Evolução de código-fonte (100%);2;8
Evidências de validade;Evidências de validade (100%) | Validade (100%);2;16
Ética - enunciados;Ética (100%) | Ética - enunciados (100%);2;121
Estudos Queer;Estudos Queer (100%) | Queer (100%);2;6
Estudos moleculares;Estudos moleculares (100%) | Sensores moleculares (82%);2;2
Estudos militares do terreno;Estudos militares do terreno (100%) | Militares (100%);2;16
Estudos em design;Design (100%) | Estudos em design (100%);2;58
Estudos decoloniais;Estudos decoloniais (100%) | Estudos ecológicos (81%);2;13
Estudos das masculinidades;Estudos das masculinidades (100%) | Masculinidades (100%);2;6
Estudos críticos do discurso;Discurso (100%) | Estudos críticos do discurso (100%);2;51
Estudos clássicos;Estudos clássicos (100%) | Estudos ecológicos (80%);2;5
Estudos antropológicos;Estudos antropológicos (100%) | Estudos ecológicos (80%);2;5
Estudo prospectivo;Estudo (100%) | Estudo prospectivo (100%);2;2
Estudo multicêntrico;Estudo (100%) | Estudo multicêntrico (100%);2;3
Estudo fotofísico;Estudo (100%) | Estudo fotofísico (100%);2;2
Estudo farmacobotânico;Estudo (100%) | Estudo farmacobotânico (100%);2;2
Co-reguladores;Co-reguladores (100%) | Corregulador (85%);2;2
Estudo do meio;Estudo (100%) | Estudo do meio (100%);2;2
Estudo Delphi;Estudo (100%) | Estudo Delphi (100%);2;3
Estudo clínico evolutivo;Estudo (100%) | Estudo clínico evolutivo (100%);2;2
Estudo científico do cargo;Estudo (100%) | Estudo científico do cargo (100%);2;2
Coagulopatia;Coagulopatia (100%) | Hipercoagulopatia (83%);2;3
Estudantes secundaristas;Estudantes (100%) | Estudantes secundaristas (100%);2;35
Coalizões políticas;Coalizões políticas (100%) | Conexões políticas (81%);2;6
Estudantes - dever de casa;Estudantes (100%) | Estudantes - dever de casa (100%);2;35
Cobertura governamental;Cobertura governamental (100%) | Cobertura vegetal (80%);2;2
Estruturas rúpteis;Estruturas (100%) | Estruturas rúpteis (100%);2;3
Co-cultivo;Co-cultivo (100%) | Cultivo (82%);2;9
Cluster-based Oversampling;Cluster-based Oversampling (100%) | Cluster-based Smote (81%);2;2
Clube do Livro;Clube do Livro (100%) | Livro (100%);2;4
Clonagem animal;Clonagem (100%) | Clonagem animal (100%);2;26
Evidências científicas;Evidências científicas (100%) | Revistas científicas (81%);2;5
Eventos climáticos;Eventos climáticos (100%) | Agentes climáticos (83%);2;5
Evento de anoxia oceanica;Anóxia (100%) | Evento de anoxia oceanica (100%);2;3
Clindamicina;Clindamicina (100%) | Fosfato de clindamicina (100%);2;4
Evaristo, Conceição, 1946-;Evaristo, Conceição, 1946- (100%) | Evaristo, Conceição, 1946- crítica e interpretação (100%);2;14
Eurocentrismo;Eurocentrismo (100%) | Heterocentrismo (86%);2;3
Eurípides;Eurípides (100%) | Medeia de Eurípides (100%);2;2
Eugenia;Eugenia (100%) | Eugenia langsdorffii (100%);2;11
Clinica Lacaniana;Clínica (100%) | Clinica Lacaniana (100%);2;5
Clinical diagnosis;Clinical diagnosis (100%) | Diagnóstico clínico (81%);2;2
Clínicas de saúde populares;Clínicas de saúde populares (100%) | Saúde (100%);2;117
Etnomatemática;Etnomatemática (100%) | Matemática (83%);2;81
Etiqueta;Etiqueta (100%) | Etiquetagem (84%);2;3
Etnomapeamento;Etnomapeamento (100%) | Mapeamento (83%);2;10
Clonagem in vivo;Clonagem (100%) | Clonagem in vivo (100%);2;26
Cloreto de tributilestanho;Cloreto de tributilestanho (100%) | Tributilestanho (100%);2;2
Cloridrato de doxorrubicina;Cloridrato de doxorrubicina (100%) | Doxorrubicina (DOX) (81%);2;6
Clorometano;Clorometano (100%) | Diclorometano (92%);2;2
Etnografia de técnicas;Etnografia (100%) | Etnografia de técnicas (100%);2;87
Clown;Clown (100%) | Saídas de clown (100%);2;2
Etnocídio;Etnocídio (100%) | Genocídio (89%);2;24
Clube de Ciências;Ciências (100%) | Clube de Ciências (100%);2;4
Clube de leitura;Clube de leitura (100%) | Leitura (100%);2;63
Etnia Guarani Mbyá;Etnia (100%) | Etnia Guarani Mbyá (100%);2;9
Fadiga uniaxial cíclica;Fadiga (100%) | Fadiga uniaxial cíclica (100%);2;77
Falantes de espanhol;Espanhol (100%) | Falantes de espanhol (100%);2;2
Falcão;Falcão (100%) | Fala (80%);2;18
Fenômenos naturais;Fenômenos naturais (100%) | Números naturais (82%);2;3
Fígado gorduroso;Fígado (100%) | Fígado gorduroso (100%);2;9
Fidedignidade;Fidedignidade (100%) | Dignidade (82%);2;15
Fibroblasto;Fibroblasto (100%) | Fibroblastos (96%);2;9
Fibrina;Fibrina (100%) | Fibrina Leucoplaquetária Autóloga (100%);2;3
Fibrilação ventricular;Fibrilação ventricular (100%) | Função ventricular (80%);2;4
Fibras recicladas;Fibras (100%) | Fibras recicladas (100%);2;10
Fibras naturais;Fibras (100%) | Fibras naturais (100%);2;12
fibras multi-nucleadas;Fibras (100%) | fibras multi-nucleadas (100%);2;10
Fibras modificadas;Fibras (100%) | Fibras modificadas (100%);2;10
Fibra dietética;Dietética (100%) | Fibra dietética (100%);2;2
Fibra de juta;Fibra de juta (100%) | Fibras de juta (96%);2;2
Fibra alimentar;Fibra alimentar (100%) | Fobia alimentar (87%);2;2
Feudalismo;Feudalismo (100%) | Federalismo (86%);2;56
Cirurgia ocular;Cirurgia (100%) | Cirurgia ocular (100%);2;27
Festas folclóricas;Festas folclóricas (100%) | Festival folclórico (81%);2;7
Fertirrigação;Fertirrigação (100%) | Irrigação (82%);2;27
Fertilizantes de origem biologica;Fertilizantes (100%) | Fertilizantes de origem biologica (100%);2;15
Ferrovias - implantação;Ferrovias (100%) | Ferrovias - implantação (100%);2;7
Cirurgia operatória;Cirurgia (100%) | Cirurgia operatória (100%);2;27
Ferrita de magnésio;Ferrita de magnésio (100%) | Magnésio (100%);2;2
Ferrierita;Ferrierita (100%) | Ferrierita de bário (100%);2;2
Cirurgia oral e maxilofacial;Cirurgia (100%) | Cirurgia oral e maxilofacial (100%);2;28
Ferramenta biomimética;Biomimética (100%) | Ferramenta biomimética (100%);2;5
Férmions;Férmions (100%) | Interações de quatro férmions (100%);2;3
Fenotipagem;Fenotipagem (100%) | Genotipagem (91%);2;19
Figura humana;Figura humana (100%) | Figura humana na arte (100%);2;2
Filamentos;Filamentos (100%) | Rolamentos (80%);2;2
Filito;Filito (100%) | Ofiolito (86%);2;2
Cinturão orogênico (Geologia);Cinturão orogênico (Geologia) (100%) | Complexo orogênico (Geologia) (82%);2;2
Fisioterapia respiratória;Fisioterapia (100%) | Fisioterapia respiratória (100%);2;70
Fisioterapia neurofuncional;Fisioterapia (100%) | Fisioterapia neurofuncional (100%);2;70
Fisioterapia motora;Fisioterapia (100%) | Fisioterapia motora (100%);2;70
Fisioterapia aquática;Fisioterapia (100%) | Fisioterapia aquática (100%);2;70
Cinética de recristalização;Cinética (100%) | Cinética de recristalização (100%);2;10
Cinofilia;Cinofilia (100%) | Biofilia (82%);2;4
Fios quânticos;Fios (100%) | Fios quânticos (100%);2;3
Finitude residual;Finitude (100%) | Finitude residual (100%);2;2
Cintilação ionosférica;Cintilação (100%) | Cintilação ionosférica (100%);2;2
Cinturão Araguaia;Cinturão Araguaia (100%) | Rio Araguaia (80%);2;4
Cinturão de rochas verdes;Cinturão de rochas verdes (100%) | Rochas (100%);2;20
Circuito sintético;Circuito sintético (100%) | Circuitos genéticos (81%);2;4
Filmagens remotas subaquáticas;Filmagens remotas subaquáticas (100%) | Imagens subaquáticas (80%);2;2
Finanças solidárias;Finanças (100%) | Finanças solidárias (100%);2;26
Circuitos genéticos sintéticos;Circuitos genéticos (100%) | Circuitos genéticos sintéticos (100%);2;4
Filtro de brita;Filtro de brita (100%) | Torta de filtro (87%);2;2
Filtro analógico Wavelet;Filtro analógico Wavelet (100%) | Wavelet (100%);2;2
Filtração lenta;Filtração (100%) | Filtração lenta (100%);2;4
Filtração geotêxtil;Filtração (100%) | Filtração geotêxtil (100%);2;6
Circuitos integrados;Circuitos integrados (100%) | Circuitos integrados - desempenho (100%);2;14
Circuncisão de equinos;Circuncisão de equinos (100%) | Equinos (100%);2;7
Cirurgia buco-maxilo-facial;Cirurgia (100%) | Cirurgia buco-maxilo-facial (100%);2;27
Cirurgia colorretal;Cirurgia (100%) | Cirurgia colorretal (100%);2;27
Filme fino;Filme fino (100%) | Filmes finos (91%);2;5
Fenômenos periódicos;Fenômenos periódicos (100%) | Periódicos (100%);2;15
Cisplatina;Cisplatina (100%) | Cistatinas (80%);2;3
Falência empresarial;Falência (100%) | Falência empresarial (100%);2;7
Fêmur;Fêmur (100%) | Fraturas - fixação - fêmur (100%);2;4
Farmacologia geriátrica;Farmacologia (100%) | Farmacologia geriátrica (100%);2;35
Farmacoepidemiologia;Farmacoepidemiologia (100%) | Soroepidemiologia (81%);2;9
Farmacocinética;Farmacocinética (100%) | Farmacogenética (87%);2;8
Citoglobina;Citoglobina (100%) | Citologia (80%);2;22
Farinhas - fortificação;Farinhas (100%) | Farinhas - fortificação (100%);2;5
Farinhada;Farinhada (100%) | Farinhas (82%);2;2
Farelo de girassol;Farelo de girassol (100%) | Girassol (100%);2;7
Citologia em base líquida;Citologia (100%) | Citologia em base líquida (100%);2;21
Fanon, Frantz, 1925-1961;Fanon, Frantz, 1925-1961 (100%) | Fanon, Frantz, 1925-1961 - crítica e interpretação (100%);2;2
Famílias vitimadas;Famílias (100%) | Famílias vitimadas (100%);2;2
Famílias negras;Famílias (100%) | Famílias negras (100%);2;2
Famílias disfuncionais;Famílias (100%) | Famílias disfuncionais (100%);2;2
Famílias de doentes;Famílias (100%) | Famílias de doentes (100%);2;2
Familiaridade de faces;Familiaridade (100%) | Familiaridade de faces (100%);2;2
Família homoafetiva;Familia (100%) | Família homoafetiva (100%);2;118
Família Gama tipo III;Familia (100%) | Família Gama tipo III (100%);2;117
Família exponencial;Familia (100%) | Família exponencial (100%);2;117
Família escrava;Familia (100%) | Família escrava (100%);2;117
Família Caviidae;Familia (100%) | Família Caviidae (100%);2;117
Ciúme;Ciúme (100%) | Crime (80%);2;7
Civilidade;Civilidade (100%) | Sociedade civil (80%);2;42
Claronistas;Claronistas (100%) | Cronistas (90%);2;2
Classes lexicais;Classes (100%) | Classes lexicais (100%);2;3
Falso testemunho;Falso testemunho (100%) | Testemunho (100%);2;6
Falsas memórias;Falsas memórias (100%) | Memórias (100%);2;15
Fármacos psiquiátricos;Fármacos (100%) | Fármacos psiquiátricos (100%);2;15
Fator Acidentário de Prevenção (FAP);Fator Acidentário de Prevenção (FAP) (100%) | Prevenção (100%);2;31
Fator de Gradiente de Tensão;Fator de Gradiente de Tensão (100%) | Tensão (100%);2;3
Fecundação;Fecundação (100%) | Fecundação in vitro (100%);2;3
Cisplatina, Guerra da, 1825-1828;Cisplatina, Guerra da, 1825-1828 (100%) | Guerra (100%);2;7
Feminicídio;Feminicídio (100%) | Lei do Feminicídio brasileira (100%);2;15
Felicidade Interna Bruta (FIB);Felicidade (100%) | Felicidade Interna Bruta (FIB) (100%);2;7
Cistatina C;Cistatina C (100%) | Cistatinas (86%);2;3
Feixe de tubos;Feixe de tubos (100%) | Tubos (100%);2;6
Feira do Guará (DF);Feira do Guará (DF) (100%) | Guará (DF) (100%);2;2
Feira de Santana (BA);Feira de Santana (BA) (100%) | Urbanização - Feira de Santana (BA) - história (100%);2;2
Feijoeiro;Feijoeiro (100%) | Feijoeiro - genótipos (100%);2;5
Federalismo Fiscal;Federalismo (100%) | Federalismo Fiscal (100%);2;66
Federalismo climático;Federalismo (100%) | Federalismo climático (100%);2;56
Cistos (Patologia);Cistos (Patologia) (100%) | Ovários - cistos (Patologia) (100%);2;2
Citas;Citas (100%) | Cotas (80%);2;8
Fator de necrose de tumor;Fator de necrose de tumor (100%) | Necrose (100%);2;6
Fé e razão;Fé e razão (100%) | Razão (100%);2;9
Fazenda Água Limpa (FAL/UnB);Água (100%) | Fazenda Água Limpa (FAL/UnB) (100%);2;57
Fauna silvestre;Fauna (100%) | Fauna silvestre (100%);2;7
Citocinas inflamatórias;Citocinas (100%) | Citocinas inflamatórias (100%);2;32
Fatores psicológicos deficitários;Fatores psicológicos deficitários (100%) | Fatores psicológicos positivos (83%);2;2
Fatores de proliferação;Fatores de proliferação (100%) | Fator de ponderação (81%);2;2
Citocinese;Citocinese (100%) | Citocinas (84%);2;28
Fatores críticos de sucesso;Fatores críticos (100%) | Fatores críticos de sucesso (100%);2;4
Fator reumatoide;Fator reumatoide (100%) | Artrite reumatoide (82%);2;43
Fator neurotrófico derivado do cérebro (BDNF);Cérebro (100%) | Fator neurotrófico derivado do cérebro (BDNF) (100%);2;12
Fator de potência;Fator de potência (100%) | Fluxo de potência (82%);2;5
Ciclodextrina;Ciclodextrina (100%) | Ciclodextrinas (96%);2;2
Genética quantitativa;Genética (100%) | Genética quantitativa (100%);2;48
Genética reversa;Genética (100%) | Genética reversa (100%);2;49
Hospital psiquiátrico de custódia;Custódia (100%) | Hospital psiquiátrico de custódia (100%);2;3
Hospitais filantrópicos;Hospitais (100%) | Hospitais filantrópicos (100%);2;29
Cavalos de polo;Cavalos (100%) | Cavalos de polo (100%);2;4
Hospedagem;Hospedagem (100%) | Meios  de  hospedagem (100%);2;3
Hormônios adrenocórticos;Hormônios (100%) | Hormônios adrenocórticos (100%);2;3
Horário de atendimento;Horário de atendimento (100%) | Fluxo de atendimento (82%);2;2
Honra;Crime contra a honra (100%) | Honra (100%);2;2
Honorários;Honorários (100%) | Honorários advocatícios (100%);2;3
Cegueira;Cegueira (100%) | Cegueira botânica (100%);2;7
Honeycomb;Honeycomb (100%) | Painel sandwiche honeycomb (100%);2;2
Homotopia;Grupos de homotopia (100%) | Homotopia (100%);2;3
Homossexualidade masculina;Homossexualidade (100%) | Homossexualidade masculina (100%);2;40
Homonegatividade;Homonegatividade (100%) | Homoafetividade (84%);2;4
Homogeneização;Homogeneização (100%) | Hormonização (85%);2;5
Homogeneidade;Homogeneidade (100%) | Rios - homogeneidade (100%);2;2
Homoafetividade - relações jurídicas;Homoafetividade (100%) | Homoafetividade - relações jurídicas (100%);2;4
Homero;Homero (100%) | Pires, Homero (100%);2;5
Célula combustível;Célula combustível (100%) | Células a combustível (92%);2;6
Célula solar;Célula solar (100%) | Célula solar orgânica (100%);2;6
Holocelulases;Holocelulases (100%) | Holocelulose (88%);2;3
Holismo;Holismo (100%) | Heroísmo (80%);2;4
HLA DQ2;HLA DQ2 (100%) | HLA DQ8 (86%);2;2
HIV-1;HIV-1 (100%) | HIV-1 - Brasil - 1999-2010 (100%);2;19
Hitchcock, Alfred, 1899-1980;Hitchcock, Alfred, 1899-1980 (100%) | Hitchcock, Alfred, 1899-1980 - crítica e interpretação (100%);2;2
Historical education;Education (100%) | Historical education (100%);2;3
Historiadores;Historiadores (100%) | Historiadores - ética (100%);2;6
Hospitais particulares;Hospitais (100%) | Hospitais particulares (100%);2;28
Hospitalização infantil;Hospitalização (100%) | Hospitalização infantil (100%);2;33
Heteropoliácido;Heteropoliácido (100%) | Heteropoliácidos (97%);2;7
Hotelaria & turismo;Hotelaria & turismo (100%) | Turismo (100%);2;119
Catástrofes naturais - Parati (RJ);Catástrofes naturais (100%) | Catástrofes naturais - Parati (RJ) (100%);2;6
Idoso dependente;Idoso dependente (100%) | RNA dependente (83%);2;2
Ídolos e imagens;Ídolos e imagens (100%) | Imagens (100%);2;5
Ideologia gerencialista;Ideologia (100%) | Ideologia gerencialista (100%);2;56
Catecismos;Catecismos (100%) | Ateísmo (82%);2;7
Identidades polinomiais;Identidades (100%) | Identidades polinomiais (100%);2;5
Identidades graduadas (Álgebra);Identidades (100%) | Identidades graduadas (Álgebra) (100%);2;4
Categorias lexicais;Categorias (100%) | Categorias lexicais (100%);2;3
Catepsina B;Catepsina B (100%) | Catepsina C (91%);2;4
Cateterismo venoso central;Cateterismo venoso central (100%) | Cateteres venosos centrais (85%);2;9
Catetinho;Catetinho (100%) | Palácio do Catetinho - Brasília (DF) (100%);2;3
causa material;causa material (100%) | Cultura material (80%);2;8
Causalgia;Causalgia (100%) | Causalidade (80%);2;6
Ictiofauna;Ictiofauna (100%) | Microfauna (80%);2;9
Iconografia hermética;Iconografia (100%) | Iconografia hermética (100%);2;6
ICA;ICA (100%) | Peru - Chinca Alta, Ica (100%);2;2
IBAS;IBAS (100%) | Fibras (80%);2;10
Husserl;Husserl (100%) | Husserl e Habermas (100%);2;3
Huntington, Doença de;Doença (100%) | Huntington, Doença de (100%);2;4
Hume, David, 1711-1776;Hume, David, 1711-1776 (100%) | Hume, David, 1711-1776 - crítica e interpretação (100%);2;3
Humanos e não-humanos;Humanos (100%) | Humanos e não-humanos (100%);2;5
Human values;Human values (100%) | Valores humanos (81%);2;30
Human Papillomavirus;Human Papillomavirus (100%) | Papilomavírus Humano (95%);2;17
Hub IoT;Hub IoT (100%) | IoT (100%);2;2
Houellebecq, Michel, 1956-;Houellebecq, Michel, 1956- (100%) | Houellebecq, Michel, 1956- crítica e interpretação (100%);2;2
História universal;História (100%) | História universal (100%);2;70
Histeroscopia;Histeroscopia (100%) | Estereoscopia (85%);2;3
Histeria;Histeria (100%) | História (88%);2;75
Hipotonia muscular;Hipotonia muscular (100%) | Hipertrofia muscular (84%);2;7
Higiene corporal;Higiene (100%) | Higiene corporal (100%);2;5
Higiene bucal;Higiene (100%) | Higiene bucal (100%);2;3
Higiene alimentar;Higiene (100%) | Higiene alimentar (100%);2;6
Hierarquização;Hierarquização (100%) | Hierarquia (83%);2;3
Hidrotratamento;Hidrotratamento (100%) | Tratamento (80%);2;46
Hidroterritório;Hidroterritório (100%) | Território (80%);2;64
Hidrotermalismo;Hidrotermalismo (100%) | Sistema Hidrotermal (82%);2;2
Hidrossedimentologia;Hidrossedimentologia (100%) | Sedimentologia (82%);2;4
Hidroresistência;Hidroresistência (100%) | Resistência (81%);2;42
Hidropisia endolinfática;Hidropisia endolinfática (100%) | Hidropsia endolinfática (98%);2;2
Hidrônimo;Hidrônimo (100%) | Hidrogênio (84%);2;7
Hidrolases;Hidrolases (100%) | Hidrólise (84%);2;5
Hidroginástica;Hidroginástica (100%) | Hidrodinâmica (81%);2;9
Hidrogênio verde;Hidrogênio (100%) | Hidrogênio verde (100%);2;8
Hidrogel;Hidrogel (100%) | Hidrogel natural (100%);2;8
Celulose microfibrilada;Celulose (100%) | Celulose microfibrilada (100%);2;25
Cem anos de solidão;Cem anos de solidão (100%) | Solidão (100%);2;10
Hidratação;Hidratação (100%) | Desidratação (82%);2;6
Hidatidose;Hidatidose (100%) | Hidatidose policística (100%);2;4
Híbridos tacrina-LCC;Híbridos (100%) | Híbridos tacrina-LCC (100%);2;3
Híbridos orgânico-inorgânicos;Híbridos (100%) | Híbridos orgânico-inorgânicos (100%);2;5
Hibridização molecular;Hibridização (100%) | Hibridização molecular (100%);2;5
Hibridismo;Hibridismo (100%) | Hibridismo cultural (100%);2;10
Hexaferrita de bário;Hexaferrita de bário (100%) | Ferrierita de bário (82%);2;2
Cenarização progressiva do patrimônio;Cenarização progressiva do patrimônio (100%) | Patrimônio (100%);2;35
Higiene dental;Higiene (100%) | Higiene dental (100%);2;7
Higiene escolar;Higiene (100%) | Higiene escolar (100%);2;3
Higiene pública;Higiene (100%) | Higiene pública (100%);2;3
Hipervirulência;Hipervirulência (100%) | Virulência (80%);2;12
Hipótese do mercado adaptativo;Hipótese do mercado adaptativo (100%) | Mercado (100%);2;17
Hipotensão pós-exercício;Hipotensão (100%) | Hipotensão pós-exercício (100%);2;5
Hipotálamo;Hipotálamo (100%) | Hipotálamo hipófise adrenal (HHA) (100%);2;4
Hipossuficiência;Hipossuficiência (100%) | Insuficiência (83%);2;2
"Hipossalivação; Diabetes Mellitus.";"Diabetes (100%) | Hipossalivação; Diabetes Mellitus. (100%)";2;130
Hipogonadismo;Hipogonadismo (100%) | Lipogonadismo (92%);2;3
Hipofisite;Hipofisite (100%) | Hipófise (89%);2;7
Hipodontia (Odontologia);Hipodontia (Odontologia) (100%) | Cor (Odontologia) (87%);2;2
Hipocampo;Hipocampo (100%) | Hipocampo (Cérebro) (100%);2;9
Hipnose;Hipnose (100%) | Hipófise (80%);2;23
Hipismo;Hipismo (100%) | Hipnotismo (82%);2;3
Hipersuperfícies;Hipersuperfícies (100%) | Hipersuperfícies (Matemática) (100%);2;11
Hilbert, Espaço de;Espaço (100%) | Hilbert, Espaço de (100%);2;13
Hiperperformance;Hiperperformance (100%) | Performance (81%);2;15
Hiperparasitismo;Hiperparasitismo (100%) | Parasitismo (81%);2;22
Hipermodernidade;Hipermodernidade (100%) | Modernidade (81%);2;41
Hiperlactatemia;Hiperlactatemia (100%) | Hipertemia (80%);2;2
Hipercolesterolemia;Hipercolesterolemia (100%) | Hipercolesterolemia familiar (100%);2;3
Hipérbole;Hipérbole (100%) | Hiperbólica (80%);2;2
Hiperalgesia;Hiperalgesia (100%) | Hiperfagia (82%);2;3
Hip-hop (Música);Hip-hop (Música) (100%) | Rap (música) (80%);2;14
Hip hop;Hip hop (100%) | Hip hop - movimento artístico (100%);2;9
Himenópteros parasitoides;Himenópteros parasitoides (100%) | Parasitoides (100%);2;4
Hilst, Hilda, 1930-2004;Hilst, Hilda, 1930-2004 (100%) | Hilst, Hilda, 1930-2004 - crítica e interpretação (100%);2;6
Idosos - maus-tratos;Idosos (100%) | Idosos - maus-tratos (100%);2;224
Catarata;Catarata (100%) | Catarata senil (100%);2;17
Catar;Catar (100%) | Catarse (83%);2;3
Cartel de Sinaloa;Cartel (100%) | Cartel de Sinaloa (100%);2;6
Incentivo à leitura;Incentivo à leitura (100%) | Leitura (100%);2;62
Incas;Incas (100%) | Incas - mitos (100%);2;3
Inativação de cromossomos;Cromossomos (100%) | Inativação de cromossomos (100%);2;12
Inadequação habitacional;Inadequação (100%) | Inadequação habitacional (100%);2;3
Inadequação de domicílios;Inadequação (100%) | Inadequação de domicílios (100%);2;2
Imunoquimioluminescência;Imunoquimioluminescência (100%) | Quimiluminescência (86%);2;6
Imunoproteassoma;Imunoproteassoma (100%) | Proteassoma (81%);2;2
Carta de cores de Munsell;Carta de cores de Munsell (100%) | Cores (100%);2;11
Imunoglobulinas;Imunoglobulinas (100%) | Macroglobulinas (80%);2;15
Imunidade tributária;Imunidade (100%) | Imunidade tributária (100%);2;9
Imunidade passiva;Imunidade (100%) | Imunidade passiva (100%);2;7
Imunidade no recém-nascido;Imunidade (100%) | Imunidade no recém-nascido (100%);2;7
Imprinting genômico;Imprinting genômico (100%) | DNA genômico (80%);2;2
Impressoras (Computadores);Impressoras (Computadores) (100%) | Impressoras 3D (88%);2;4
Impressões digitais;Impressões digitais (100%) | Impressão digital (83%);2;14
Impressionismo;Impressionismo (100%) | Messianismo (80%);2;2
Imprensa estrangeira;Imprensa (100%) | Imprensa estrangeira (100%);2;31
Carteira eficiente;Carteira eficiente (100%) | Fronteira Eficiente (86%);2;2
Carteira previdenciária;Carteira previdenciária (100%) | Reforma previdenciária (84%);2;8
Imprensa agrícola;Imprensa (100%) | Imprensa agrícola (100%);2;31
Carteiras de crédito;Carteiras de crédito (100%) | Cartões de crédito (89%);2;3
Impotência sexual;Impotência sexual (100%) | Violência sexual (85%);2;44
Imposto sobre produtos industriálizados (IPI);Imposto sobre produtos industriálizados (IPI) (100%) | Produtos (100%);2;3
Imposto sobre a riqueza;Imposto sobre a riqueza (100%) | Riqueza (100%);2;4
Imposto digital;Imposto digital (100%) | Impressão digital (81%);2;12
Carreira esportiva;Carreira esportiva (100%) | Carreira política (80%);2;6
Incerteza (Economia);Incerteza (100%) | Incerteza (Economia) (100%);2;17
Incertezas profundas;Incertezas (100%) | Incertezas profundas (100%);2;4
Cárie dentária;Cárie dentária (100%) | Cáries dentárias (93%);2;40
Índices antropométricos;Índices (100%) | Índices antropométricos (100%);2;5
Carga tributária;Carga tributária (100%) | Carga unitária (80%);2;3
Índice mitótico;Índice (100%) | Índice mitótico (100%);2;2
Índice mandibular cortical;Índice (100%) | Índice mandibular cortical (100%);2;2
Índice glicêmico;Índice (100%) | Índice glicêmico (100%);2;7
Carga trombótica;Carga trombótica (100%) | Robótica aérea (80%);2;3
Cargas pontuais elétricas;Cargas pontuais elétricas (100%) | Cargas elétricas do solo (80%);2;2
Cargas topológicas;Cargas topológicas (100%) | Fases topológicas (80%);2;2
Cargas variáveis;Cargas variáveis (100%) | Variáveis binárias (82%);2;2
Cargos de confiança;Cargos de confiança (100%) | Confiança (100%);2;18
Caricaturas e desenhos humorísticos;Caricaturas e desenhos humorísticos (100%) | Desenhos (100%);2;6
Cárie radicular;Cárie radicular (100%) | Cisto radicular (80%);2;4
Inchaço muscular;Inchaço muscular (100%) | Função muscular (84%);2;2
Cariótipo;Cariótipo (100%) | Cariótipo - exames (100%);2;6
Carlos, Roberto, 1943-;Carlos, Roberto, 1943- (100%) | Schwarz, Roberto, 1938- (80%);2;2
Carnívoros;Carnívoros (100%) | Mesocarnívoros (83%);2;3
Carolina Maria de Jesus;Carolina Maria de Jesus (100%) | Jesus, Carolina Maria de (98%);2;3
Indenizações;Indenizações (100%) | Indenização (87%);2;8
Incorporação imobiliária;Incorporação (100%) | Incorporação imobiliária (100%);2;4
Inclusão socioprodutiva;Inclusão (100%) | Inclusão socioprodutiva (100%);2;20
Inclusão religiosa;Inclusão (100%) | Inclusão religiosa (100%);2;19
Carreadores lipídicos nanoestruturados;Carreadores lipídicos nanoestruturados (100%) | Filmes nanoestruturados (82%);2;7
Carregamento aleatório;Carregamento aleatório (100%) | Carregamento excêntrico (80%);2;2
Carregamento complexo;Carregamento complexo (100%) | Pensamento complexo (80%);2;2
Importância biológica;Importância biológica (100%) | Importância clínica (80%);2;2
Cartilhas educativas;Cartilhas educativas (100%) | Práticas educativas (82%);2;3
Catálogos em linha;Catálogos (100%) | Catálogos em linha (100%);2;4
Implante vestibular;Implante vestibular (100%) | Vestibular (100%);2;3
Imagem sélfica;Imagem (100%) | Imagem sélfica (100%);2;31
Imagem refletida;Imagem (100%) | Imagem refletida (100%);2;31
Casas de Parto;Casas de Parto (100%) | Parto (100%);2;4
Imagem multitemporal;Imagem (100%) | Imagem multitemporal (100%);2;33
Imagem motora;Imagem (100%) | Imagem motora (100%);2;31
Imagem mental;Imagem (100%) | Imagem mental (100%);2;31
Imagem mais-que-turística;Imagem (100%) | Imagem mais-que-turística (100%);2;31
Imagem do destino;Imagem (100%) | Imagem do destino (100%);2;31
Cascas cilíndricas;Cascas cilíndricas (100%) | Clínicas clássicas (83%);2;2
